name	Lind_up	Lind_down	He_up	He_down	Bai_F_abd_up	Bai_F_abd_down	Bai_F_head_up	Bai_F_head_down	Bai_M_abd_up	Bai_M_abd_down	Bai_M_head_up	Bai_M_head_down	Det_up	Det_down	Car_up	Car_down
Sf3b3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,42089021	0	0
sl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,420276381	0	0
CG8243	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,415056923	0	0
tws	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,399856454	0	0
Pcl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,398522126	0	0
Nost	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,398469324	0	0
dao	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,397380037	0	0
Drep2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,395181783	0	0
Capr	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,394206375	0	0
Caf1-180	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,393610633	0	0
gnu	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,392873417	0	0
Su(Tpl)	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,390944877	0	0
pcs	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,386754293	0	0
Sk2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,384584805	0	0
Ada2b	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,384028363	0	0
TMEM216	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,383146284	0	0
CG6066	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,375750143	0	0
wge	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,371213681	0	0
CG3894	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,370851139	0	0
Pi3K21B	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,370721397	0	0
Marf1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,368285216	0	0
CG32066	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,366141225	0	0
dlp	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,365654477	0	0
Eip63E	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,365476264	0	0
Ipk2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,360190752	0	0
RhoGAP71E	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,35988928	0	0
fs(1)N	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,357822856	0	0
SKIP	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,357755266	0	0
stau	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,357613571	0	0
rb	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,356747361	0	0
CG4502	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,35672459	0	0
mld	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,356197295	0	0
rdx	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,356085828	0	0
bin3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,355809416	0	0
CCT6	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,352557917	0	-3,85
CG34401	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,351296436	0	0
l(3)05822	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,349307856	0	0
mod(mdg4)	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,347337136	0	0
snf	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,34632042	0	0
Cpsf5	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,345183698	0	0
magu	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,344965433	0	0
kuz	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,344829767	0	0
wde	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,340779852	0	0
Nf-YC	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,340591293	0	0
bif	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,340303285	0	0
Tsc1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,339144645	0	0
sktl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,338612443	0	0
CG7718	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,338459022	0	0
Socs16D	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,33729105	0	0
cic	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,337051567	0	0
srl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,336753587	0	0
Gug	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,335939003	0	0
tral	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,334680383	0	0
snama	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,332028273	0	0
slpr	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,330835899	0	0
Nup62	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,330408311	0	0
Pez	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,329620706	0	0
dUTPase	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,329293221	0	0
CG10555	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,32890517	0	0
E23	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,326243997	0	0
BTBD9	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,32532273	0	0
CG7332	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,32468046	0	0
MAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,322799445	0	0
CG11873	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,320406613	0	0
CG8668	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,320352694	0	0
stx	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,315788321	0	0
osk	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,312385982	0	0
spir	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,311598145	0	0
Cyp6v1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,31017029	0	0
Ssdp	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,30899146	0	0
CG4080	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,308850673	0	0
pico	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,307348373	0	0
gpp	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,306988521	0	0
osa	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,306222616	0	0
PTP-ER	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,305854778	0	0
Lkb1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,305055893	0	0
Hr96	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,304871632	0	0
Sema2a	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,303151506	0	0
RhoGAPp190	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,30298636	0	0
CG10702	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,302422447	0	0
mim	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,302138137	0	0
Taf4	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,301689334	0	0
Syx18	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,300845298	0	0
AP-1mu	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,299658847	0	0
Hph	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,298011559	0	0
clos	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,296971064	0	0
CG9328	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,295296737	0	0
CG17746	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,290259534	0	0
viaf	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,289446522	0	0
CG2162	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,288527167	0	0
CG9705	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,287481574	0	0
pps	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,28505903	0	0
for	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,283911736	0	0
CCT3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,283598279	0	0
CG2938	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,279875545	0	0
rngo	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,279630529	0	0
mu2	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,278206254	0	0
cdi	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,277221973	0	0
CG14322	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,275679899	0	0
Fsn	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,273044032	0	0
CG5445	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,269811343	0	0
Ssrp	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,266396081	0	0
heph	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,265404496	0	0
RanBPM	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,263100671	0	0
CG3368	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,260331679	0	0
CASK	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,258035368	0	0
jvl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,256568201	0	0
CG6695	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,254446312	0	0
CG13917	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,253616833	0	0
eRF3	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,252682622	0	0
roq	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,250097538	0	0
TTLL4A	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,247110922	0	0
CG12237	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,246941912	0	0
pelo	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,246892787	0	0
pum	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,243998413	0	0
AP-1-2beta	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,241995049	0	0
ced-6	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,239022952	0	0
psq	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,236042679	0	0
MTA1-like	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,231999184	0	0
CCT4	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,231971334	0	0
Dp	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,231657363	0	0
l(2)gl	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,226870838	0	0
Uggt	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,218897662	0	0
capt	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,217868757	0	0
scny	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,199171288	0	0
eIF3a	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,191750402	0	0
GCS2beta	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,183938683	0	0
mRpS29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
cac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
sm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,93	0
CG14160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,3	0
CPT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,93	0
cyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,84	0
Gr64a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,56	0
CG4998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,41	0
CCKLR-17D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,24	0
Ir100a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,18	0
grau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,17	0
Unc-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,75	0
CG31663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,64	0
Npc2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,61	0
spel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,93	0
Ugt302C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,6	0
Cyp4d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,56	0
Cyp9f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,48	0
Hexo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,47	0
Su(var)205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,47	0
CG31683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,4	0
CG17477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,38	0
chinmo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,35	0
CG7968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,25	0
CG6277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,22	0
Cht8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,19	0
crq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1	0
CG17636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,09	0
ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,05	-1,23
Cdc42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,02	-2,55
CG9150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,01	0
HERC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,99	0
CG12056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,97	0
CG8028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,96	0
GNBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,92	0
Cyp9b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,91	0
CG30158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,9	0
CG31106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,89	0
FRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,83	0
CG4928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,77	0
Pxt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,77	0
Rh6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,08
CG15923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4,16
Nep5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4,16
IRSp53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3,86
CG30471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3,74
CG4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3,08
CG17776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,91
Cpr57A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,71
CG15744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,34
Spase12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,18
clt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,09
Galphaq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,07
CG43333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2,06
CG7252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,73
Rh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,57
Gbeta76C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,52
Rh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,41
trpl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,28
Gnpnat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,23
CG17272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,19
Dyrk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,95
CG9917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,03
CG2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1,02
